,dt,bid_count,position_count,cash_value,positions_value,total_value,bah
252,2020-09-09,1,10,2381.202189636271,104877.39639282227,107258.59858245854,118856.38941756713
253,2020-09-10,1,9,17535.957670593303,87972.15270996094,105508.11038055424,117199.14511411436
254,2020-09-11,0,9,17535.957670593303,88056.06651306152,105592.02418365482,117733.7572385253
255,2020-09-14,0,9,17535.957670593303,88615.20023345947,106151.15790405277,120112.72739786518
256,2020-09-15,2,9,18559.00414428715,88672.13687896729,107231.14102325443,121250.60880826086
257,2020-09-16,0,9,18559.00414428715,87708.6088180542,106267.61296234134,120869.27633138005
258,2020-09-17,0,9,18559.00414428715,87346.72260284424,105905.72674713138,119787.06152530026
259,2020-09-18,1,10,16137.995950317425,88558.71868133545,104696.71463165287,119136.70238683613
260,2020-09-21,1,11,12716.772018432659,91784.71412658691,104501.48614501957,117755.85401973219
261,2020-09-22,0,11,12716.772018432659,93118.62564086914,105835.3976593018,117950.89268583538
262,2020-09-23,0,11,12716.772018432659,90735.78128814697,103452.55330657963,114797.2525776038
263,2020-09-24,1,12,251.50351715092074,103966.97311401367,104218.4766311646,115099.83820848184
264,2020-09-25,1,11,2498.3289478302427,103237.65487670898,105735.98382453923,116863.33195655058
265,2020-09-28,0,11,2498.3289478302427,105198.14472198486,107696.47366981511,118890.54002889943
266,2020-09-29,0,11,2498.3289478302427,104535.27870178223,107033.60764961247,118319.19764557417
267,2020-09-30,2,11,3576.6438457489444,104310.56804656982,107887.21189231877,119627.51023260877
268,2020-10-01,0,11,3576.6438457489444,105320.21465301514,108896.85849876408,120479.3144383103
269,2020-10-02,0,11,3576.6438457489444,103610.37521362305,107187.01905937199,118951.51150662098
270,2020-10-05,1,10,24208.865433883708,84941.7163848877,109150.5818187714,121147.20947087677
271,2020-10-06,1,11,10286.675080490153,97840.26355743408,108126.93863792424,119581.04124071772
272,2020-10-07,0,11,10286.675080490153,99383.47339630127,109670.14847679142,121960.9473434263
273,2020-10-08,0,11,10286.675080490153,100223.65856170654,110510.3336421967,122905.46157690149
274,2020-10-09,1,11,10286.675080490153,101390.38581848145,111677.0608989716,123871.73701167916
275,2020-10-12,1,12,8453.761657333414,104674.64027404785,113128.40193138126,125425.30414280793
276,2020-10-13,0,12,8453.761657333414,104429.73670959473,112883.49836692814,124998.02112079153
277,2020-10-14,0,12,8453.761657333414,104061.32469177246,112515.08634910587,124557.9330830273
278,2020-10-15,2,12,15007.260053634685,97227.20909118652,112234.46914482121,124245.68311627283
279,2020-10-16,0,12,15007.260053634685,97520.14331817627,112527.40337181096,124469.07039808283
280,2020-10-19,0,12,15007.260053634685,96160.30521392822,111167.56526756291,122580.78142216831
281,2020-10-20,1,11,17834.25807228093,93735.49461364746,111569.7526859284,122933.24193876456
282,2020-10-21,1,12,1145.3774753571015,110139.46418762207,111284.84166297918,122363.23434587051
283,2020-10-22,0,12,1145.3774753571015,110812.8282546997,111958.20573005681,123138.55618626274
284,2020-10-23,0,12,1145.3774753571015,111042.82264709473,112188.20012245183,123218.1003954499
285,2020-10-26,0,12,1145.3774753571015,108961.2382888794,110106.6157642365,120979.38861652082
286,2020-10-27,1,12,1145.3774753571015,108340.58837890625,109485.96585426336,120289.71365457965
287,2020-10-28,0,12,1145.3774753571015,105029.07962799072,106174.45710334783,116204.50420243936
288,2020-10-29,0,12,1145.3774753571015,106149.02114868164,107294.39862403875,117471.51044622915
289,2020-10-30,2,11,17006.091257095384,90245.95127105713,107252.04252815251,116211.71897308755
290,2020-11-02,0,11,17006.091257095384,91365.66104888916,108371.75230598454,118050.07438761796
291,2020-11-03,1,12,4579.287593460131,104807.45334625244,109386.74093971257,120442.85482797047
292,2020-11-04,0,12,4579.287593460131,106277.68630981445,110856.97390327459,122247.35085496958
